HEI Course Code,INSTITUTION and COURSE,EOS,Mid,,
"National College of Ireland (NCI)",NC010,Psychology,366,399
"National College of Ireland (NCI)",NC020,Marketing Practice,270,307
"National College of Ireland (NCI)",NC022,Accounting and Finance,338,376
"National College of Ireland (NCI)",NC023,Technology Management (with specialisations),260,303
"National College of Ireland (NCI)",NC025,Data Science,297,371, ,
"Royal College of Surgeons in Ireland",RC001,Medicine - Undergraduate Entry (HPAT required),#729,733
"Royal College of Surgeons in Ireland",RC004,Physiotherapy,532*,542
"Royal College of Surgeons in Ireland",RC005,Pharmacy,555,566
"Royal College of Surgeons in Ireland",RC101,Medicine - Graduate Entry (GAMSAT required),#60,62, ,
"Trinity College Dublin",TR002,Music,#414,473
"Trinity College Dublin",TR003,History,486,518
"Trinity College Dublin",TR004,Law,532,552
"Trinity College Dublin",TR005,Philosophy,391,446
"Trinity College Dublin",TR006,Psychology,555*,577
"Trinity College Dublin",TR007,Clinical Speech and Language Studies,499,529
"Trinity College Dublin",TR009,Music Education,#430,465
"Trinity College Dublin",TR012,History and Political Science,532*,557
"Trinity College Dublin",TR015,Philosophy, Political Science, Economics and Sociology,566,577
"Trinity College Dublin",TR016,Deaf Studies,337,372
"Trinity College Dublin",TR017,Law and Business,576,589
"Trinity College Dublin",TR018,Law and French,532*,554
"Trinity College Dublin",TR019,Law and German,523,555
"Trinity College Dublin",TR020,Law and Political Science,567,600
"Trinity College Dublin",TR021,Classics, Ancient History and Archaeology,377,495
"Trinity College Dublin",TR022,Early and Modern Irish,347,407
"Trinity College Dublin",TR023,English Studies,463,511
"Trinity College Dublin",TR024,European Studies,520,544
"Trinity College Dublin",TR025,Drama and Theatre Studies,#489,531
"Trinity College Dublin",TR028,Ancient and Medieval History and Culture,339,451
"Trinity College Dublin",TR029,Political Science and Geography,477,500
"Trinity College Dublin",TR031,Mathematics,566,589
"Trinity College Dublin",TR032,Engineering,487*,520
"Trinity College Dublin",TR033,Computer Science,465*,488
"Trinity College Dublin",TR034,Management Science and Information Systems Studies,589*,602
"Trinity College Dublin",TR035,Theoretical Physics,554,601
"Trinity College Dublin",TR038,Engineering with Management,499,543
"Trinity College Dublin",TR039,Computer Science and Language,435,498
"Trinity College Dublin",TR040,Middle Eastern and European Languages and Cultures,485,518
"Trinity College Dublin",TR041,Religion,347,393
"Trinity College Dublin",TR051,Medicine (HPAT required),#730,739
"Trinity College Dublin",TR052,Dental Science,590*,602
"Trinity College Dublin",TR053,Physiotherapy,533*,544
"Trinity College Dublin",TR054,Occupational Therapy,500,520
"Trinity College Dublin",TR055,Radiation Therapy,510,521
"Trinity College Dublin",TR056,Human Health and Disease,543,565
"Trinity College Dublin",TR060,Biological and Biomedical Sciences,510*,542
"Trinity College Dublin",TR061,Chemical Sciences,488*,520
"Trinity College Dublin",TR062,Geography and Geoscience,435,485
"Trinity College Dublin",TR063,Physical Sciences,498*,543
"Trinity College Dublin",TR072,Pharmacy,555*,577
"Trinity College Dublin",TR080,Global Business,565,577
"Trinity College Dublin",TR081,Business, Economic and Social Studies (BESS),518*,542
"Trinity College Dublin",TR082,Computer Science and Business,510,542
"Trinity College Dublin",TR083,Sociology and Social Policy,451,474
"Trinity College Dublin",TR084,Social Studies (Social Work),420*,462
"Trinity College Dublin",TR085,Business Studies and French,509,553
"Trinity College Dublin",TR086,Business Studies and German,474,495
"Trinity College Dublin",TR087,Business Studies and Russian,467,487
"Trinity College Dublin",TR089,Business Studies and Polish,393,434
"Trinity College Dublin",TR090,Business Studies and Spanish,510,543
"Trinity College Dublin",TR091,General Nursing (Meath and St James's),393*,420
"Trinity College Dublin",TR093,General Nursing (Adelaide School of Nursing),#378*,409
"Trinity College Dublin",TR095,Mental Health Nursing,358,377
"Trinity College Dublin",TR097,Intellectual Disability Nursing,346,350
"Trinity College Dublin",TR911,Children's and General Nursing (Integrated),476*,487
"Trinity College Dublin",TR913,Midwifery,423,462,
"University College Dublin (NUI)",DN100,Architecture,473,509
"University College Dublin (NUI)",DN120,Landscape Architecture,353,403
"University College Dublin (NUI)",DN130,City Planning and Environmental Policy,367,421
"University College Dublin (NUI)",DN150,Engineering (Common Entry),511,554
"University College Dublin (NUI)",DN200,Science (options),521,554
"University College Dublin (NUI)",DN201,Computer Science (Common Entry),488,509
"University College Dublin (NUI)",DN230,Actuarial and Financial Studies,577,589
"University College Dublin (NUI)",DN250,Agricultural Science (options),420,462
"University College Dublin (NUI)",DN252,Dairy Business,398,428
"University College Dublin (NUI)",DN253,Agri - Environmental Sciences,403,419
"University College Dublin (NUI)",DN261,Food Science,434,467
"University College Dublin (NUI)",DN262,Human Nutrition,493,510
"University College Dublin (NUI)",DN271,Forestry,303,361
"University College Dublin (NUI)",DN272,Horticulture, Landscape and Sportsturf Management,252,312
"University College Dublin (NUI)",DN300,Veterinary Medicine - Undergraduate Entry,#567,589
"University College Dublin (NUI)",DN301,Veterinary Medicine - Graduate Entry,#,
"University College Dublin (NUI)",DN310,Veterinary Nursing,441,487
"University College Dublin (NUI)",DN400,Medicine - Undergraduate Entry (HPAT required),#735,745
"University College Dublin (NUI)",DN401,Medicine - Graduate Entry (GAMSAT required),#59*,61
"University College Dublin (NUI)",DN410,Radiography,507,522
"University College Dublin (NUI)",DN411,Radiography - Graduate Entry,#,
"University College Dublin (NUI)",DN420,Physiotherapy,542,555
"University College Dublin (NUI)",DN425,Health and Performance Science,488,509
"University College Dublin (NUI)",DN430,Sport and Exercise Management,436,455,
"University College Dublin (NUI)",DN440,Biomedical, Health and Life Sciences,565*,579
"University College Dublin (NUI)",DN450,General Nursing,398,420
"University College Dublin (NUI)",DN451,Children's and General Nursing (Integrated),462*,499
"University College Dublin (NUI)",DN452,Midwifery,409,452
"University College Dublin (NUI)",DN453,Mental Health Nursing,379,403
"University College Dublin (NUI)",DN520,Arts (Two Subjects),336,408
"University College Dublin (NUI)",DN530,Humanities (options),348,411
"University College Dublin (NUI)",DN541,Modern Languages (options),348,412
"University College Dublin (NUI)",DN600,Law (options),520*,532
"University College Dublin (NUI)",DN610,Business and Law,521,543
"University College Dublin (NUI)",DN650,Commerce,498*,510
"University College Dublin (NUI)",DN660,Commerce International (options),507,531
"University College Dublin (NUI)",DN670,Economics and Finance,601,601
"University College Dublin (NUI)",DN700,Social Sciences (options),388,441
"University College Dublin (NUI)",DN710,Economics,476,488
"University College Dublin (NUI)",DN720,Psychology,517,531
"University College Dublin (NUI)",DN750,Social Policy and Sociology,330,366, ,
"Dundalk Institute of Technology",DK810,Accounting and Finance,306,391
"Dundalk Institute of Technology",DK816,Business Studies,300,357
"Dundalk Institute of Technology",DK820,Computing in Games Development,307,369
"Dundalk Institute of Technology",DK821,Computing in Software Development,301,347
"Dundalk Institute of Technology",DK830,Building Surveying,302,349
"Dundalk Institute of Technology",DK831,Architectural Technology,301,366
"Dundalk Institute of Technology",DK832,Construction Management,300,329
"Dundalk Institute of Technology",DK843,Engineering (Common Entry),303,402
"Dundalk Institute of Technology",DK860,Music,#499,649
"Dundalk Institute of Technology",DK861,Arts,300,358
"Dundalk Institute of Technology",DK862,Social Care,300,338
"Dundalk Institute of Technology",DK863,Creative Media,300,376
"Dundalk Institute of Technology",DK864,Film and Television Production,300,332
"Dundalk Institute of Technology",DK865,Audio and Music Production,301,346
"Dundalk Institute of Technology",DK870,General Nursing,392,401
"Dundalk Institute of Technology",DK872,Intellectual Disability Nursing,300,317
"Dundalk Institute of Technology",DK874,Mental Health Nursing,356,378
"Dundalk Institute of Technology",DK876,Early Childhood Studies,305,359
"Dundalk Institute of Technology",DK877,Midwifery,398*,441
"Dundalk Institute of Technology",DK880,Health and Physical Activity,300,367
"Dundalk Institute of Technology",DK882,Agriculture (Award options),303,358
"Dundalk Institute of Technology",DK883,Science (Award options),300,369, ,
"Galway-Mayo Institute of Technology",GA181,Accounting,303,378
"Galway-Mayo Institute of Technology",GA182,Business,290,347
"Galway-Mayo Institute of Technology",GA183,Business Information Systems,309,373
"Galway-Mayo Institute of Technology",GA184,Marketing and Sales,307,348
"Galway-Mayo Institute of Technology",GA185,Finance and Economics,307,398
"Galway-Mayo Institute of Technology",GA186,Business with Entrepreneurship,297,328
"Galway-Mayo Institute of Technology",GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280,367
"Galway-Mayo Institute of Technology",GA281,Film and Documentary,287,360
"Galway-Mayo Institute of Technology",GA282,Heritage Studies,238,308
"Galway-Mayo Institute of Technology",GA283,Contemporary Art,260,340
"Galway-Mayo Institute of Technology",GA284,Design,309,377
"Galway-Mayo Institute of Technology",GA380,International Hotel Management,225,289
"Galway-Mayo Institute of Technology",GA381,International Tourism Management,261,290
"Galway-Mayo Institute of Technology",GA382,Culinary and Gastronomic Science,225,316
"Galway-Mayo Institute of Technology",GA384,Event Management with Public Relations,209,289
"Galway-Mayo Institute of Technology",GA385,Retail Management,219,319
"Galway-Mayo Institute of Technology",GA480,Construction Management,260,312
"Galway-Mayo Institute of Technology",GA482,Quantity Surveying and Construction Economics,280,340
"Galway-Mayo Institute of Technology",GA483,Architectural Technology,251,321
"Galway-Mayo Institute of Technology",GA484,Civil Engineering,270,362
"Galway-Mayo Institute of Technology",GA580,Software and Electronic Engineering,301,351
"Galway-Mayo Institute of Technology",GA680,Mechanical Engineering,336,389
"Galway-Mayo Institute of Technology",GA681,Energy Engineering,281,328
"Galway-Mayo Institute of Technology",GA682,Biomedical Engineering,331,383
"Galway-Mayo Institute of Technology",GA683,Agricultural Engineering,301,365
"Galway-Mayo Institute of Technology",GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346,406
"Galway-Mayo Institute of Technology",GA780,Applied Freshwater and Marine Biology,300,360
"Galway-Mayo Institute of Technology",GA781,Applied Biology and Biopharmaceutical Science,317,376
"Galway-Mayo Institute of Technology",GA782,Chemical and Pharmaceutical Science,307,346
"Galway-Mayo Institute of Technology",GA783,Physics and Instrumentation,373,378
"Galway-Mayo Institute of Technology",GA784,Science (Undenominated),327,377
"Galway-Mayo Institute of Technology",GA785,Medical Science,451,486
"Galway-Mayo Institute of Technology",GA786,Forensic Science and Analysis,300,366
"Galway-Mayo Institute of Technology",GA787,Computing in Software Development,275,327
"Galway-Mayo Institute of Technology",GA788,Computing and Digital Media,270,327
"Galway-Mayo Institute of Technology",GA789,Agriculture and Environmental Management (Mountbellew Campus),297,339
"Galway-Mayo Institute of Technology",GA790,Sport and Exercise Science,350,379
"Galway-Mayo Institute of Technology",GA791,Public Health Nutrition,364,397
"Galway-Mayo Institute of Technology",GA880,General Nursing - Mayo Campus,389*,400
"Galway-Mayo Institute of Technology",GA882,Psychiatric Nursing - Mayo Campus,346,370
"Galway-Mayo Institute of Technology",GA885,Outdoor Education - Mayo Campus,210,298
"Galway-Mayo Institute of Technology",GA887,History and Geography - Mayo Campus,228,296
"Galway-Mayo Institute of Technology",GA889,Applied Social Care - Mayo Campus,260,297
"Galway-Mayo Institute of Technology",GA890,Early Childhood Care and Education - Mayo Campus,278,319
"Galway-Mayo Institute of Technology",GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376,389
"Galway-Mayo Institute of Technology",GA981,Furniture Design and Manufacture - Letterfrack Campus,271,350
"Galway-Mayo Institute of Technology",GA982,Furniture and Wood Technology - Letterfrack Campus,270,352, ,
"National University of Ireland, Galway",GY101,Arts (Joint-Honours),300,374
"National University of Ireland, Galway",GY104,Arts (Psychology),507,529
"National University of Ireland, Galway",GY105,Arts (History),318,358
"National University of Ireland, Galway",GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330,397
"National University of Ireland, Galway",GY109,Arts (Mathematics and Education),411,487
"National University of Ireland, Galway",GY110,Arts with Children's Studies,382,409
"National University of Ireland, Galway",GY111,Arts with Creative Writing,402,472
"National University of Ireland, Galway",GY112,Arts with Film Studies,338,370
"National University of Ireland, Galway",GY113,Arts with Human Rights,338,409
"National University of Ireland, Galway",GY115,Arts with Performing Arts Studies,328,367
"National University of Ireland, Galway",GY118,Arts (Drama, Theatre and Performance Studies),410,451
"National University of Ireland, Galway",GY119,Journalism,410,475
"National University of Ireland, Galway",GY120,Arts (Child, Youth and Family: Policy and Practice),309,346
"National University of Ireland, Galway",GY121,Arts (Children's Studies),356,389
"National University of Ireland, Galway",GY122,Na Dána (Cumarsáid agus Gaeilge) ,308,399
"National University of Ireland, Galway",GY123,BSc (Applied Social Sciences),357,388
"National University of Ireland, Galway",GY124,Arts (Arts with Data Science),434,466
"National University of Ireland, Galway",GY125,Arts (Digital Arts and Technology),324,379
"National University of Ireland, Galway",GY126,Arts (English and Media Studies),418,451
"National University of Ireland, Galway",GY127,Arts (Film and Digital Media),387,435
"National University of Ireland, Galway",GY128,Arts (Global Languages),370,440
"National University of Ireland, Galway",GY129,Arts (International),408,477
"National University of Ireland, Galway",GY130,Arts (Music),400,444
"National University of Ireland, Galway",GY131,Arts (History and Globalisation Studies),340,431
"National University of Ireland, Galway",GY132,Government (Politics, Economics and Law),402,444
"National University of Ireland, Galway",GY133,Education (Computer Science and Mathematical  Studies),401,466
"National University of Ireland, Galway",GY201,Commerce,420,453
"National University of Ireland, Galway",GY202,Commerce (International) with French,484,513
"National University of Ireland, Galway",GY203,Commerce (International) with German,489,541
"National University of Ireland, Galway",GY204,Commerce (International) with Spanish,484,500
"National University of Ireland, Galway",GY206,Business Information Systems (Work Placement & Optional Int'l Study),431,445
"National University of Ireland, Galway",GY207,Commerce (Accounting) including optional Global Experience year,486,510
"National University of Ireland, Galway",GY208,Commerce (Gaeilge),473,488
"National University of Ireland, Galway",GY209,Commerce (Global Experience),509,531
"National University of Ireland, Galway",GY250,Law & Business,436,467
"National University of Ireland, Galway",GY251,Law,473,498
"National University of Ireland, Galway",GY252,Law & Human Rights,510,521
"National University of Ireland, Galway",GY261,Business Studies (International Hotel Management, Shannon),#486,615
"National University of Ireland, Galway",GY262,Commerce (International Hotel Management, Shannon),#671,726
"National University of Ireland, Galway",GY301,Science,400,456
"National University of Ireland, Galway",GY303,Biomedical Science,533,566
"National University of Ireland, Galway",GY304,Biotechnology,473,507
"National University of Ireland, Galway",GY308,Environmental Science,413,440
"National University of Ireland, Galway",GY309,Financial Mathematics and Economics,454,498
"National University of Ireland, Galway",GY310,Marine Science,409,456
"National University of Ireland, Galway",GY313,Environmental Health and Safety,402,435
"National University of Ireland, Galway",GY314,Earth and Ocean Sciences,402,425
"National University of Ireland, Galway",GY318,Biopharmaceutical Chemistry,510,532
"National University of Ireland, Galway",GY319,Mathematical Science,456,531
"National University of Ireland, Galway",GY320,Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical),401,487
"National University of Ireland, Galway",GY350,Computer Science and Information Technology,425,466
"National University of Ireland, Galway",GY401,Engineering (Undenominated),444,499
"National University of Ireland, Galway",GY402,Civil Engineering,509,543
"National University of Ireland, Galway",GY405,Mechanical Engineering,443,499
"National University of Ireland, Galway",GY406,Electronic and Computer Engineering,509,547
"National University of Ireland, Galway",GY408,Biomedical Engineering,519,543
"National University of Ireland, Galway",GY410,Project and Construction Management,434,464
"National University of Ireland, Galway",GY413,Energy Systems Engineering,532,589
"National University of Ireland, Galway",GY414,Electrical and Electronic Engineering,454,487
"National University of Ireland, Galway",GY501,Medicine (five year/six year course, HPAT required),#726*,731
"National University of Ireland, Galway",GY502,Occupational Therapy,532,543
"National University of Ireland, Galway",GY503,Speech and Language Therapy,529,543
"National University of Ireland, Galway",GY504,Podiatric Medicine,434,463
"National University of Ireland, Galway",GY515,General Nursing (Galway and Portiuncula),442,466
"National University of Ireland, Galway",GY516,Mental Health Nursing,388,413
"National University of Ireland, Galway",GY517,Midwifery,429,468
"Letterkenny Institute of Technology",LY108,Business - Accounting,318,399
"Letterkenny Institute of Technology",LY118,Business,287,352
"Letterkenny Institute of Technology",LY208,Law,300,359
"Letterkenny Institute of Technology",LY218,Business - with Spanish/Irish options,298,367
"Letterkenny Institute of Technology",LY228,Sports and Exercise (Common Entry),278,330
"Letterkenny Institute of Technology",LY408,Design (Common Entry),#307,368
"Letterkenny Institute of Technology",LY508,Fire Safety Engineering,270,299
"Letterkenny Institute of Technology",LY518,Quantity Surveying,307,368
"Letterkenny Institute of Technology",LY528,Construction Management,267,291
"Letterkenny Institute of Technology",LY608,Mechanical Engineering,304,333
"Letterkenny Institute of Technology",LY618,Electronics and Embedded Systems,307,339
"Letterkenny Institute of Technology",LY708,Applied Computing,300,348
"Letterkenny Institute of Technology",LY818,Science (Common Entry),302,371
"Letterkenny Institute of Technology",LY828,Agriculture (Common Entry),300,342
"Letterkenny Institute of Technology",LY908,General Nursing,383,390
"Letterkenny Institute of Technology",LY918,Psychiatric Nursing,291*,332
"Letterkenny Institute of Technology",LY928,Intellectual Disability Nursing,288,299
"Letterkenny Institute of Technology",LY968,Early Childhood Care, Health and Education,300,336
"Letterkenny Institute of Technology",LY978,Health & Social Care (Common Entry),260,299, ,
"Mary Immaculate College",MI001,Contemporary & Applied Theatre Studies,345,381
"Mary Immaculate College",MI002,Arts (offered in conjunction with the University of Limerick),300,378
"Mary Immaculate College",MI005,Education - Primary Teaching,473*,506
"Mary Immaculate College",MI006,Education - Primary Teaching (Gaeltacht Applicants),#442,473
"Mary Immaculate College",MI007,Early Childhood Care and Education,366,402
"Mary Immaculate College",MI008,Education and Psychology - Primary Teaching,543,555
"Mary Immaculate College",MI009,Education, Business Studies and Accounting (Thurles Campus),392,420
"Mary Immaculate College",MI010,Education, Business Studies and Religious Studies (Thurles Campus),326,355
"Mary Immaculate College",MI011,Education, Irish and Religious Studies (Thurles Campus),377,387
"Mary Immaculate College",MI012,Education, Irish and Business Studies (Thurles Campus),398,440
"Mary Immaculate College",MI013,Education, Mathematics and Gaeilge (Thurles Campus),433,465, ,
"Irish College of Humanities & Applied Sciences",CI101,Counselling and Psychotherapy (Limerick),276,328, ,
"Limerick Institute of Technology",LC110,Art and Design (Common Entry, portfolio),#734,918
"Limerick Institute of Technology",LC114,Fashion and Textiles for Product and Costume (portfolio),#900,988
"Limerick Institute of Technology",LC220,Digital Marketing,254,288
"Limerick Institute of Technology",LC223,Law and Taxation,308,372
"Limerick Institute of Technology",LC224,Accounting and Finance,299,382
"Limerick Institute of Technology",LC225,Marketing and Management,298,337
"Limerick Institute of Technology",LC226,Enterprise and Innovation,216,298
"Limerick Institute of Technology",LC233,Software Development,300,371
"Limerick Institute of Technology",LC234,Interactive Digital Media,219,288
"Limerick Institute of Technology",LC236,Internet Systems Development,298,319
"Limerick Institute of Technology",LC239,Computer Networks and Systems Management,335,347
"Limerick Institute of Technology",LC241,Construction Management,276,303
"Limerick Institute of Technology",LC242,Property Valuation and Management,292,328
"Limerick Institute of Technology",LC243,Quantity Surveying,281,360
"Limerick Institute of Technology",LC248,Built Environment (Common Entry),307,350
"Limerick Institute of Technology",LC252,Civil Engineering Management,281,331
"Limerick Institute of Technology",LC263,Clinical Technology,282,359
"Limerick Institute of Technology",LC265,Forensic and Pharmaceutical Sciences,335,368
"Limerick Institute of Technology",LC266,Drug and Medicinal Product Analysis,236,299
"Limerick Institute of Technology",LC275,Electrical Engineering,288,340
"Limerick Institute of Technology",LC288,Mechanical Engineering,307,360
"Limerick Institute of Technology",LC289,Precision Engineering,280,369
"Limerick Institute of Technology",LC292,Social Care Work,360,389
"Limerick Institute of Technology",LC293,Business Studies with Travel and Tourism Management,299,326
"Limerick Institute of Technology",LC294,Business Studies with Event Management,271,300
"Limerick Institute of Technology",LC295,Business Studies with Sports Management,263,298
"Limerick Institute of Technology",LC297,Community Development,217,269
"Limerick Institute of Technology",LC320,Business,337,378
"Limerick Institute of Technology",LC330,Business with Computing,298,326
"Limerick Institute of Technology",LC340,Interior Design,298,349
"Limerick Institute of Technology",LC362,Biotechnology and Biopharmaceutical Sciences,379,402
"Limerick Institute of Technology",LC371,Creative Broadcast and Film Production,298,339
"Limerick Institute of Technology",LC372,Music Technology and Production,321,369
"Limerick Institute of Technology",LC374,Renewable and Electrical Energy Engineering,317,368
"Limerick Institute of Technology",LC375,Industrial Automation & Robotic Systems,321,368
"Limerick Institute of Technology",LC376,Electronic Engineering,308,346
"Limerick Institute of Technology",LC380,Automotive Engineering and Transport Management,282,329
"Limerick Institute of Technology",LC392,Beauty and Spa Management,217,318
"Limerick Institute of Technology",LC393,Early Childhood Education & Care,260,309
"Limerick Institute of Technology",LC401,Early Childhood Education & Care (Thurles),298,387
"Limerick Institute of Technology",LC402,Social Care Work (Thurles),209,290
"Limerick Institute of Technology",LC408,Environmental and Geographical Sciences (Thurles),262,346
"Limerick Institute of Technology",LC411,Marketing and Management (Thurles),226,300
"Limerick Institute of Technology",LC418,Computing - Games Design and Development (Thurles),271,318
"Limerick Institute of Technology",LC422,Sports Strength and Conditioning (Thurles),288,333
"Limerick Institute of Technology",LC434,Environmental Management in Agriculture (Thurles),278,347
"Limerick Institute of Technology",LC502,Game Art and Design (Clonmel, portfolio),#838,950
"Limerick Institute of Technology",LC517,Creative Media and Design (Clonmel),229,273
"Limerick Institute of Technology",LC518,Digital Animation Production (Clonmel, portfolio),#816,962
"Limerick Institute of Technology",LC612,Social Care Work (Ennis),319,338
"Limerick Institute of Technology",LC613,Early Childhood Education & Care (Ennis),346,388, ,
"University of Limerick",LM002,Arts (offered in conjunction with Mary Immaculate College),329,388
"University of Limerick",LM020,Law and Accounting,436,476
"University of Limerick",LM026,Performing Arts (audition required),#307,367
"University of Limerick",LM028,Criminal Justice,387,409
"University of Limerick",LM029,Law Plus,473,499
"University of Limerick",LM038,Psychology and Sociology,478,489
"University of Limerick",LM039,Journalism and New Media,388,430
"University of Limerick",LM040,European Studies,350,462
"University of Limerick",LM044,Applied Languages,404,473
"University of Limerick",LM050,Business Studies,419,455
"University of Limerick",LM056,International Business,511,543
"University of Limerick",LM058,Financial Mathematics,434,543
"University of Limerick",LM063,Technology Management,372,409
"University of Limerick",LM068,Food Science and Health,400,430
"University of Limerick",LM076,Product Design and Technology (portfolio required),#402,466
"University of Limerick",LM077,Aeronautical Engineering,469,531
"University of Limerick",LM082,Construction Management and Engineering,368,404
"University of Limerick",LM089,Sport and Exercise Sciences,441,466
"University of Limerick",LM090,Physical Education with concurrent Teacher Education,498*,520
"University of Limerick",LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478,509
"University of Limerick",LM093,Equine Science,338,381
"University of Limerick",LM094,Materials and Architectural Technology with concurrent Teacher Education,405,433
"University of Limerick",LM095,Materials and Engineering Technology with concurrent Teacher Education,358,409
"University of Limerick",LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382,422
"University of Limerick",LM099,Architecture (portfolio required),#419,473
"University of Limerick",LM100,Physiotherapy,565*,577
"University of Limerick",LM101,Medicine  - Graduate Entry (GAMSAT required),#55*,57
"University of Limerick",LM102,Psychology,495,519
"University of Limerick",LM103,Paramedic Studies (B and C1 Drivers Licence),#313,403
"University of Limerick",LM115,Chemical and Biochemical Engineering,456,520
"University of Limerick",LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434,498
"University of Limerick",LM118,Electronic and Computer Engineering,401,498
"University of Limerick",LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352,420
"University of Limerick",LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330,430
"University of Limerick",LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412,455
"University of Limerick",LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,427,521
"University of Limerick",LM125,Physics (Applied Physics/Mathematics and Physics),405,509
"University of Limerick",LM150,General Nursing,440*,463
"University of Limerick",LM152,Mental Health Nursing,388,418
"University of Limerick",LM154,Intellectual Disability Nursing,381*,408
"University of Limerick",LM156,Midwifery,429,444
"Pontifical University, St Patrick\'s College",MU001,Theology and Arts,290,318
"Pontifical University, St Patrick\'s College",MU002,Theology,292,377, ,
"Maynooth University",MH001,Education - Primary Teaching (Froebel),496*,520
"Maynooth University",MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),#441*,
"Maynooth University",MH101,Arts,316,369
"Maynooth University",MH103,Music,#,367
"Maynooth University",MH106,Psychology - 3 years,495,499
"Maynooth University",MH107,Social Science,326,349
"Maynooth University",MH109,Media Studies,317,377
"Maynooth University",MH116,Community and Youth Work (Full-Time),#,271
"Maynooth University",MH201,Science,350,392
"Maynooth University",MH202,Biotechnology,429,446
"Maynooth University",MH204,Physics with Astrophysics,420,488
"Maynooth University",MH206,Theoretical Physics and Mathematics,498,566
"Maynooth University",MH207,Data Science,434,466
"Maynooth University",MH208,Biological and Biomedical Sciences,451,476
"Maynooth University",MH209,Psychology (through Science) - 4 years,473,485
"Maynooth University",MH210,Pharmaceutical and Biomedical Chemistry,446,466
"Maynooth University",MH212,Science/Computer Science/Mathematics (with Education) - options,444,476
"Maynooth University",MH304,Engineering (Computer/Electronic/Communications),371,423
"Maynooth University",MH305,Product Design,358,411
"Maynooth University",MH306,Robotics and Intelligent Devices,361,424
"Maynooth University",MH401,Finance (options),352,392
"Maynooth University",MH402,Quantitative Finance,476,487
"Maynooth University",MH403,Accounting and Finance,402,432
"Maynooth University",MH404,Business (options),400,429
"Maynooth University",MH405,Equine Business,357,398
"Maynooth University",MH407,Business and Accounting,401,420
"Maynooth University",MH411,Entrepreneurship,358,388
"Maynooth University",MH501,LLB Law - four year Single Major Law programme,451,476
"Maynooth University",MH502,Law (options),410,442
"Maynooth University",MH601,Computer Science through Arts (options),342,369
"Maynooth University",MH602,Computer Science through Science (options),357,413
"Maynooth University",MH603,Computational Thinking,520,543
"Maynooth University",MH801,Early Childhood - Teaching and Learning (part-time),347,358
"Maynooth University",MH802,Community and Youth Work (part-time, in service,#,
"Maynooth University",MH803,Local Studies or Community Studies (part-time, evening)- Mature Students,#,, ,
"St. Angela's College",AS001,Education, Home Economics and Biology - with concurrent Teacher Ed,456*,497
"St. Angela's College",AS002,Education, Home Economics and Religious Ed - with concurrent Teacher Ed,400*,433
"St. Angela's College",AS003,Education, Home Economics and Irish - with concurrent Teacher Ed,421,457
"St. Angela's College",AS051,Nutrition, Food and Business Management,337,399
"St. Angela's College",AS054,Home Economics,387,401
"St. Angela's College",AS110,General Nursing,391*,409
"St. Angela's College",AS130,Intellectual Disability Nursing,317,338, ,
"Institute of Technology, Sligo",SG141,Business,252,317
"Institute of Technology, Sligo",SG142,Business in International Marketing and Sales with French,270,388
"Institute of Technology, Sligo",SG144,Business in International Marketing and Sales with Spanish,280,388
"Institute of Technology, Sligo",SG146,Accounting,307,347
"Institute of Technology, Sligo",SG147,Sport with Business,269,316
"Institute of Technology, Sligo",SG148,Tourism with Event Management,246,282
"Institute of Technology, Sligo",SG149,Business in Finance and Investment,262,357
"Institute of Technology, Sligo",SG241,Performing Arts,279,348
"Institute of Technology, Sligo",SG242,Early Childhood Care and Education,278,318
"Institute of Technology, Sligo",SG243,Social Care Practice,297,338
"Institute of Technology, Sligo",SG244,Fine Art,#355,496
"Institute of Technology, Sligo",SG245,Creative Design,261,338
"Institute of Technology, Sligo",SG246,Computing,295,368
"Institute of Technology, Sligo",SG247,English and Psychology,308,336
"Institute of Technology, Sligo",SG248,Sociology and Politics,282,320
"Institute of Technology, Sligo",SG249,Writing and Literature,279,338
"Institute of Technology, Sligo",SG250,Application Design and User Experience,290,431
"Institute of Technology, Sligo",SG251,Computing (Smart Technologies),303,391
"Institute of Technology, Sligo",SG252,Software Development,300,354
"Institute of Technology, Sligo",SG253,Computer Networks and Cloud Infrastructure,273,341
"Institute of Technology, Sligo",SG343,Quantity Surveying,261,302
"Institute of Technology, Sligo",SG346,Construction Project Management and Applied Technology,289,351
"Institute of Technology, Sligo",SG347,Architecture,309,357
"Institute of Technology, Sligo",SG441,Environmental Science,297,358
